Epoch,Fold,Loss,CrossEntropy,Accuracy,Precision,Recall,F1Score,AUC,R2Score,MAE,MSE
38,4,2.3596,1.060066,0.5264,0.4608,0.5264,0.4862,0.7276,-0.007043,1.8486,5.3919
39,1,2.2977,1.043296,0.5546,0.4962,0.5546,0.5096,0.7301,-0.003186,1.835,5.2247
39,2,2.2748,1.091095,0.5264,0.4774,0.5264,0.4736,0.6965,-0.007268,1.7812,5.0369
39,3,2.2071,1.059335,0.5229,0.4665,0.5229,0.4883,0.7166,-0.013717,1.7498,4.8851
39,4,2.3632,1.078126,0.5511,0.5031,0.5511,0.5163,0.7115,-0.002262,1.8449,5.3618
40,1,2.3464,1.063308,0.5493,0.4942,0.5493,0.5148,0.7186,-0.00608,1.8517,5.3402
40,2,2.2572,1.064067,0.5352,0.4766,0.5352,0.484,0.7113,0.003526,1.7832,5.0412
40,3,2.2358,1.063273,0.5458,0.4973,0.5458,0.5101,0.7199,-0.023517,1.7623,4.9718
40,4,2.3478,1.041274,0.5458,0.4941,0.5458,0.5121,0.7356,-0.000299,1.8462,5.3964
41,1,2.3544,1.079744,0.5352,0.4798,0.5352,0.4784,0.7121,-0.01501,1.8491,5.3287
41,2,2.2376,1.052027,0.544,0.4756,0.544,0.4899,0.7282,0.010009,1.7791,5.0041
41,3,2.1812,1.02455,0.5634,0.5013,0.5634,0.5087,0.7498,-0.00948,1.7453,4.88
41,4,2.3504,1.044334,0.5458,0.4939,0.5458,0.5114,0.7384,-0.021024,1.8468,5.3979
42,1,2.3315,1.05608,0.5563,0.5046,0.5563,0.5103,0.7263,-0.031978,1.8518,5.3074
42,2,2.2056,1.009997,0.5634,0.5082,0.5634,0.5162,0.735,-0.005597,1.7778,4.9953
42,3,2.2716,1.122951,0.5141,0.4607,0.5141,0.4693,0.6842,-0.022526,1.7648,4.9518
42,4,2.3427,1.032706,0.5616,0.4944,0.5616,0.5191,0.7378,-0.017068,1.8465,5.3992
